TRANSACTION_ID,CUSTOMER_ID,ORDER_DATE,CHANNEL,STORE_ID,PAYMENT_METHOD,SUBTOTAL,DISCOUNT_AMOUNT,TAX_AMOUNT,SHIPPING_AMOUNT,TOTAL_AMOUNT,PROMO_CODE_USED,DEVICE_TYPE,FULFILLMENT_METHOD,RETURN_FLAG
101035,81,2024-12-06,Store,1045.0,Credit Card,299.99,0.0,6.8,0.0,306.79,N/A,InStore,In-Store,False
101039,10,2024-12-19,Store,1011.0,Credit Card,679.96,65.55,5.1,0.0,619.51,N/A,InStore,In-Store,False
101054,22,2024-12-19,Store,1030.0,Credit Card,129.99,0.0,5.3,0.0,135.29,N/A,InStore,In-Store,False
100554,21,2024-10-22,Store,1041.0,Credit Card,34.99,3.15,10.1,0.0,41.94,N/A,InStore,In-Store,False
100590,95,2024-10-04,Store,1043.0,Credit Card,69.99,0.0,6.8,0.0,76.79,N/A,InStore,In-Store,False
100602,38,2024-10-12,Store,1004.0,Debit Card,99.99,13.0,11.1,0.0,98.09,N/A,InStore,In-Store,False
100610,36,2024-10-29,Store,1001.0,Credit Card,149.97,0.0,7.0,0.0,156.97,N/A,InStore,In-Store,False
100760,85,2024-11-18,Store,1020.0,Credit Card,389.98,4.8,3.4,0.0,388.58,N/A,InStore,In-Store,False
100774,29,2024-11-25,Store,1038.0,Credit Card,85.98,0.0,7.5,0.0,93.48,N/A,InStore,In-Store,False
100939,61,2024-12-28,Store,1006.0,Debit Card,192.98,7.29,8.5,0.0,194.19,N/A,InStore,In-Store,False
100964,51,2024-12-02,Store,1025.0,Credit Card,212.98,6.84,9.9,0.0,216.04,N/A,InStore,In-Store,False
101012,28,2024-12-26,Store,1006.0,Credit Card,119.98,3.3,11.0,0.0,127.68,N/A,InStore,In-Store,False
101018,100,2024-12-10,Store,1031.0,Credit Card,134.99,0.0,3.9,0.0,138.89,N/A,InStore,In-Store,False
101042,35,2024-12-26,Store,1005.0,Credit Card,69.99,0.0,9.5,0.0,79.49,N/A,InStore,In-Store,False
101057,82,2024-12-17,Store,1001.0,Credit Card,74.99,5.25,5.1,0.0,74.84,N/A,InStore,In-Store,False
101058,40,2024-12-22,Store,1012.0,Credit Card,459.98,0.0,14.6,0.0,474.58,N/A,InStore,In-Store,False
101062,68,2024-12-30,Store,1031.0,Apple Pay,134.99,0.0,3.7,0.0,138.69,N/A,InStore,In-Store,False
101132,64,2025-01-22,Store,1009.0,Credit Card,189.99,19.0,3.3,0.0,174.29,N/A,InStore,In-Store,False
101148,9,2025-01-28,Store,1032.0,Credit Card,139.99,0.0,7.4,0.0,147.39,N/A,InStore,In-Store,False
101149,53,2025-01-14,Store,1009.0,Credit Card,229.99,0.0,15.3,0.0,245.29,N/A,InStore,In-Store,False
101151,56,2025-01-03,Store,1020.0,Credit Card,84.99,8.5,6.0,0.0,82.49,N/A,InStore,In-Store,False
101159,25,2025-01-12,Store,1025.0,Apple Pay,134.99,12.15,6.0,0.0,128.84,N/A,InStore,In-Store,False
101167,27,2025-01-22,Store,1025.0,Credit Card,224.98,14.45,7.4,0.0,217.93,N/A,InStore,In-Store,False
101181,14,2025-01-05,Store,1026.0,Credit Card,689.97,34.5,11.8,0.0,667.27,N/A,InStore,In-Store,False
101188,18,2025-01-16,Store,1014.0,Credit Card,119.98,9.6,4.1,0.0,114.48,N/A,InStore,In-Store,False
101192,17,2025-01-01,Store,1036.0,Google Pay,172.98,16.77,3.6,0.0,159.81,N/A,InStore,In-Store,False
101204,62,2025-01-22,Store,1035.0,Credit Card,259.98,13.6,12.6,0.0,258.98,N/A,InStore,In-Store,False
101205,71,2025-01-03,Store,1011.0,Credit Card,44.99,0.45,2.7,0.0,47.24,N/A,InStore,In-Store,False
101226,87,2025-01-12,Store,1021.0,Credit Card,164.99,0.0,5.5,0.0,170.49,N/A,InStore,In-Store,False
101275,42,2025-02-28,Store,1002.0,PayPal,94.99,0.0,6.1,0.0,101.09,N/A,InStore,In-Store,False
101276,76,2025-02-24,Store,1023.0,Credit Card,264.98,0.0,12.6,0.0,277.58,N/A,InStore,In-Store,False
101293,82,2025-02-26,Store,1043.0,Credit Card,319.97,8.7,9.0,0.0,320.27,N/A,InStore,In-Store,True
101295,28,2025-02-11,Store,1005.0,Credit Card,719.95,45.3,10.0,0.0,684.65,N/A,InStore,In-Store,False
101306,73,2025-02-28,Store,1020.0,PayPal,177.97,3.96,2.9,0.0,176.91,N/A,InStore,In-Store,False
101309,11,2025-02-16,Store,1047.0,Debit Card,89.99,0.0,4.4,0.0,94.39,N/A,InStore,In-Store,False
101340,61,2025-02-28,Store,1003.0,Credit Card,94.99,0.0,5.0,0.0,99.99,N/A,InStore,In-Store,False
101344,11,2025-02-20,Store,1032.0,Credit Card,189.99,5.7,4.4,0.0,188.69,N/A,InStore,In-Store,False
101346,85,2025-02-11,Store,1022.0,Credit Card,74.99,7.5,9.4,0.0,76.89,N/A,InStore,In-Store,False
101347,51,2025-02-13,Store,1045.0,Credit Card,179.97,3.6,8.2,0.0,184.57,N/A,InStore,In-Store,False
101354,11,2025-02-25,Store,1031.0,Credit Card,159.99,0.0,4.4,0.0,164.39,N/A,InStore,In-Store,False
101360,54,2025-02-17,Store,1042.0,Credit Card,329.96,2.8,6.0,0.0,333.16,N/A,InStore,In-Store,False
101367,48,2025-02-25,Store,1025.0,Credit Card,204.98,5.2,3.4,0.0,203.18,N/A,InStore,In-Store,False
101383,35,2025-02-23,Store,1001.0,Credit Card,99.99,3.0,10.4,0.0,107.39,N/A,InStore,In-Store,False
101385,11,2025-02-05,Store,1031.0,Apple Pay,139.99,0.0,11.1,0.0,151.09,N/A,InStore,In-Store,False
101397,78,2025-02-15,Store,1043.0,Google Pay,249.99,0.0,5.3,0.0,255.29,N/A,InStore,In-Store,False
101404,39,2025-02-10,Store,1033.0,Credit Card,77.98,1.4,13.2,0.0,89.78,N/A,InStore,In-Store,False
101416,1,2025-02-01,Store,1015.0,Credit Card,299.98,12.8,5.8,0.0,292.98,N/A,InStore,In-Store,False
101420,57,2025-02-11,Store,1027.0,Credit Card,399.96,0.0,13.6,0.0,413.56,N/A,InStore,In-Store,False
101427,67,2025-02-04,Store,1001.0,Credit Card,134.99,0.0,8.3,0.0,143.29,N/A,InStore,In-Store,False
101494,28,2025-03-10,Store,1006.0,Credit Card,234.97,20.95,12.1,0.0,226.12,N/A,InStore,In-Store,False
101500,44,2025-03-24,Store,1008.0,Credit Card,299.99,30.0,3.4,0.0,273.39,N/A,InStore,In-Store,False
101510,27,2025-03-08,Store,1041.0,Credit Card,39.99,0.0,5.6,0.0,45.59,N/A,InStore,In-Store,False
101530,10,2025-03-01,Store,1009.0,Credit Card,49.99,0.0,5.7,0.0,55.69,N/A,InStore,In-Store,False
101538,16,2025-03-16,Store,1026.0,Credit Card,289.97,9.8,15.7,0.0,295.87,N/A,InStore,In-Store,False
101540,76,2025-03-06,Store,1025.0,Google Pay,379.98,0.0,4.4,0.0,384.38,N/A,InStore,In-Store,False
101548,95,2025-03-04,Store,1038.0,Credit Card,294.98,9.45,13.8,0.0,299.33,N/A,InStore,In-Store,False
101557,58,2025-03-15,Store,1007.0,Credit Card,399.96,37.0,2.4,0.0,365.36,N/A,InStore,In-Store,False
101559,97,2025-03-24,Store,1031.0,Credit Card,79.99,0.0,9.7,0.0,89.69,N/A,InStore,In-Store,False
101562,95,2025-03-28,Store,1005.0,Credit Card,84.99,1.7,5.7,0.0,88.99,N/A,InStore,In-Store,False
101563,33,2025-03-10,Store,1043.0,Credit Card,319.97,7.65,13.5,0.0,325.82,N/A,InStore,In-Store,False
101581,8,2025-03-03,Store,1015.0,PayPal,94.99,0.0,13.4,0.0,108.39,N/A,InStore,In-Store,False
101595,10,2025-03-06,Store,1009.0,Apple Pay,69.99,0.7,3.5,0.0,72.79,N/A,InStore,In-Store,False
101607,38,2025-03-18,Store,1043.0,Credit Card,84.99,0.0,2.6,0.0,87.59,N/A,InStore,In-Store,False
101613,38,2025-03-13,Store,1038.0,Apple Pay,172.98,0.0,4.9,0.0,177.88,N/A,InStore,In-Store,False
101614,50,2025-03-06,Store,1005.0,Credit Card,129.99,0.0,3.0,0.0,132.99,N/A,InStore,In-Store,False
101620,28,2025-03-25,Store,1043.0,Credit Card,509.97,35.7,6.2,0.0,480.47,N/A,InStore,In-Store,False
101645,54,2025-03-23,Store,1037.0,Credit Card,59.99,0.0,4.5,0.0,64.49,N/A,InStore,In-Store,False
101712,26,2025-04-08,Store,1003.0,Credit Card,129.99,3.9,3.6,0.0,129.69,N/A,InStore,In-Store,False
101717,89,2025-04-08,Store,1044.0,Credit Card,259.98,0.0,8.8,0.0,268.78,N/A,InStore,In-Store,False
101724,89,2025-04-20,Store,1020.0,Credit Card,304.98,5.25,7.5,0.0,307.23,N/A,InStore,In-Store,False
101744,54,2025-04-16,Store,1034.0,Credit Card,279.97,0.0,8.4,0.0,288.37,N/A,InStore,In-Store,False
101750,2,2025-04-26,Store,1038.0,Credit Card,459.98,4.8,13.0,0.0,468.18,N/A,InStore,In-Store,False
101755,82,2025-04-07,Store,1002.0,Credit Card,324.97,1.35,14.6,0.0,338.22,N/A,InStore,In-Store,False
101775,47,2025-04-18,Store,1029.0,PayPal,299.97,9.8,4.5,0.0,294.67,N/A,InStore,In-Store,False
101792,50,2025-04-23,Store,1038.0,Apple Pay,34.99,0.0,14.8,0.0,49.79,N/A,InStore,In-Store,False
101800,10,2025-04-02,Store,1007.0,Debit Card,519.97,0.0,5.3,0.0,525.27,N/A,InStore,In-Store,False
101804,33,2025-04-24,Store,1005.0,Google Pay,149.99,3.0,3.8,0.0,150.79,N/A,InStore,In-Store,False
101811,38,2025-04-21,Store,1003.0,Credit Card,74.99,0.0,6.6,0.0,81.59,N/A,InStore,In-Store,False
101825,34,2025-04-07,Store,1004.0,Credit Card,39.99,0.0,10.1,0.0,50.09,N/A,InStore,In-Store,False
101829,43,2025-04-30,Store,1002.0,Credit Card,59.99,3.0,5.9,0.0,62.89,N/A,InStore,In-Store,False
101837,21,2025-04-21,Store,1025.0,Credit Card,149.99,34.5,14.5,0.0,129.99,N/A,InStore,In-Store,False
101854,98,2025-04-02,Store,1034.0,Credit Card,299.99,0.0,15.4,0.0,315.39,N/A,InStore,In-Store,False
101856,44,2025-04-12,Store,1046.0,Credit Card,169.98,0.0,5.3,0.0,175.28,N/A,InStore,In-Store,False
101865,19,2025-04-07,Store,1029.0,Credit Card,264.98,0.0,8.0,0.0,272.98,N/A,InStore,In-Store,False
101878,94,2025-04-17,Store,1010.0,Debit Card,42.99,1.72,2.5,0.0,43.77,N/A,InStore,In-Store,False
101895,8,2025-04-06,Store,1022.0,Credit Card,439.97,0.0,5.6,0.0,445.57,N/A,InStore,In-Store,False
101947,49,2025-05-03,Store,1012.0,Credit Card,202.98,0.0,5.0,0.0,207.98,N/A,InStore,In-Store,False
101954,51,2025-05-21,Store,1023.0,Credit Card,169.99,13.6,4.2,0.0,160.59,N/A,InStore,In-Store,False
101960,80,2025-05-25,Store,1044.0,Credit Card,229.99,0.0,3.1,0.0,233.09,N/A,InStore,In-Store,False
101961,2,2025-05-08,Store,1003.0,Credit Card,164.98,0.7,7.3,0.0,171.58,N/A,InStore,In-Store,False
101968,44,2025-05-16,Store,1007.0,Credit Card,359.98,16.1,3.4,0.0,347.28,N/A,InStore,In-Store,False
101984,100,2025-05-14,Store,1033.0,Credit Card,149.99,0.0,5.0,0.0,154.99,N/A,InStore,In-Store,False
102006,2,2025-05-08,Store,1043.0,Credit Card,254.98,26.35,10.1,0.0,238.73,N/A,InStore,In-Store,False
102026,72,2025-05-08,Store,1019.0,Credit Card,94.99,0.0,2.9,0.0,97.89,N/A,InStore,In-Store,False
102034,92,2025-05-24,Store,1016.0,Credit Card,349.98,0.0,2.9,0.0,352.88,N/A,InStore,In-Store,False
102040,93,2025-05-23,Store,1015.0,Credit Card,239.97,0.5,6.3,0.0,245.77,N/A,InStore,In-Store,False
102050,83,2025-05-30,Store,1041.0,Credit Card,94.99,0.0,5.1,0.0,100.09,N/A,InStore,In-Store,False
102055,45,2025-05-18,Store,1018.0,Credit Card,34.99,0.0,5.7,0.0,40.69,N/A,InStore,In-Store,False
102070,15,2025-05-17,Store,1011.0,Credit Card,169.99,1.7,4.8,0.0,173.09,N/A,InStore,In-Store,False
102083,19,2025-05-12,Store,1037.0,Credit Card,272.98,23.0,8.6,0.0,258.58,N/A,InStore,In-Store,False
102091,68,2025-05-29,Store,1047.0,Credit Card,74.99,0.0,12.8,0.0,87.79,N/A,InStore,In-Store,False
102093,23,2025-05-06,Store,1005.0,Apple Pay,169.99,0.0,5.8,0.0,175.79,N/A,InStore,In-Store,False
102099,22,2025-05-10,Store,1030.0,Credit Card,99.99,9.0,6.8,0.0,97.79,N/A,InStore,In-Store,False
102108,96,2025-05-28,Store,1041.0,Credit Card,319.97,8.0,5.9,0.0,317.87,N/A,InStore,In-Store,False
102113,52,2025-05-03,Store,1022.0,Credit Card,74.99,0.75,2.9,0.0,77.14,N/A,InStore,In-Store,False
100724,57,2024-10-26,Mobile App,N/A,Credit Card,199.98,14.7,3.3,0.0,188.58,N/A,Mobile App,BOPIS,False
100920,1,2024-11-23,Mobile App,N/A,PayPal,264.97,13.0,14.1,0.0,266.07,N/A,Mobile App,BOPIS,False
100133,87,2024-07-02,Online,N/A,Credit Card,169.98,5.1,5.0,17.0,186.88,N/A,Desktop,Ship,False
100152,83,2024-07-17,Mobile App,N/A,Credit Card,99.99,3.0,5.2,0.0,102.19,N/A,Mobile App,Ship,False
100153,93,2024-07-12,Mobile App,N/A,Debit Card,229.98,17.2,4.2,23.0,239.98,N/A,Mobile App,Ship,False
100136,16,2024-07-15,Online,N/A,Google Pay,194.98,0.0,12.4,19.5,226.88,N/A,Desktop,Ship,False
100163,99,2024-07-03,Mobile App,N/A,Credit Card,299.99,30.0,6.7,30.0,306.69,N/A,Mobile App,Ship,False
100309,65,2024-08-13,Online,N/A,Credit Card,119.99,2.4,6.0,0.0,123.59,N/A,Desktop,Ship,False
100321,11,2024-08-30,Online,N/A,PayPal,799.94,15.2,4.4,79.99,869.13,N/A,Desktop,Ship,False
100329,56,2024-08-01,Online,N/A,Credit Card,129.99,0.0,3.4,0.0,133.39,N/A,Desktop,Ship,False
100347,77,2024-08-22,Mobile App,N/A,PayPal,394.95,6.0,6.9,0.0,395.85,N/A,Mobile App,Ship,False
100482,55,2024-09-10,Online,N/A,Credit Card,199.98,16.0,7.7,0.0,191.68,N/A,Desktop,Ship,False
100493,7,2024-09-20,Online,N/A,Credit Card,44.99,12.15,12.4,4.5,49.74,N/A,Desktop,Ship,False
100497,100,2024-09-26,Online,N/A,Credit Card,199.98,0.0,6.0,20.0,225.98,N/A,Desktop,Ship,False
100505,68,2024-09-26,Online,N/A,Credit Card,394.97,21.2,5.1,39.5,418.37,N/A,Desktop,Ship,False
100506,82,2024-09-26,Online,N/A,Credit Card,174.98,13.0,11.8,17.5,191.28,N/A,Mobile App,Ship,False
100507,48,2024-09-15,Online,N/A,Credit Card,74.99,6.75,13.1,0.0,81.34,N/A,Desktop,Ship,False
100510,96,2024-09-19,Online,N/A,Credit Card,129.99,6.5,6.7,13.0,143.19,N/A,Desktop,Ship,False
100514,97,2024-09-14,Online,N/A,PayPal,479.98,0.0,14.5,0.0,494.48,N/A,Desktop,Ship,False
100518,49,2024-09-16,Mobile App,N/A,Credit Card,259.97,2.25,5.3,26.0,289.02,N/A,Mobile App,Ship,False
100525,11,2024-09-08,Mobile App,N/A,Credit Card,89.99,0.9,4.5,9.0,102.59,N/A,Mobile App,Ship,False
100695,8,2024-10-26,Online,N/A,Credit Card,229.99,0.0,8.3,0.0,238.29,N/A,Desktop,Ship,False
100713,89,2024-10-28,Online,N/A,PayPal,454.95,28.4,6.6,0.0,433.15,N/A,Desktop,Ship,False
100896,40,2024-11-02,Online,N/A,Google Pay,159.99,0.0,12.0,0.0,171.99,N/A,Mobile App,Ship,False
100904,31,2024-11-22,Online,N/A,Google Pay,284.97,15.0,3.1,0.0,273.07,N/A,Mobile App,Ship,False
100910,19,2024-11-03,Online,N/A,PayPal,264.98,0.0,9.5,26.5,300.98,N/A,Desktop,Ship,False
100912,43,2024-11-19,Online,N/A,Credit Card,609.96,6.9,11.3,0.0,614.36,N/A,Mobile App,Ship,False
100925,6,2024-11-28,Mobile App,N/A,Credit Card,329.98,5.0,5.0,0.0,329.98,N/A,Mobile App,Ship,False
101073,76,2024-12-11,Online,N/A,Credit Card,39.99,0.0,3.9,4.0,47.89,N/A,Desktop,Ship,False
101091,76,2024-12-04,Online,N/A,Credit Card,44.99,4.5,9.0,0.0,49.49,N/A,Desktop,Ship,False
101095,48,2024-12-02,Mobile App,N/A,Credit Card,319.98,0.0,12.8,32.0,364.78,N/A,Mobile App,Ship,False
101107,26,2024-12-21,Mobile App,N/A,Credit Card,269.97,0.0,5.1,0.0,275.07,N/A,Mobile App,Ship,False
100702,87,2024-10-29,Online,N/A,Credit Card,89.99,0.9,15.4,0.0,104.49,N/A,Desktop,Ship,False
100711,34,2024-10-21,Online,N/A,Credit Card,159.99,0.0,3.9,0.0,163.89,N/A,Desktop,Ship,False
100894,72,2024-11-07,Online,N/A,Credit Card,399.97,24.3,10.6,40.0,426.27,N/A,Desktop,Ship,False
100901,36,2024-11-26,Online,N/A,Credit Card,254.97,73.09,13.8,0.0,195.68,N/A,Mobile App,Ship,False
100917,82,2024-11-27,Online,N/A,Credit Card,59.99,0.0,5.7,0.0,65.69,N/A,Desktop,Ship,False
101080,91,2024-12-26,Online,N/A,Credit Card,129.99,0.0,10.6,13.0,153.59,N/A,Desktop,Ship,False
101083,24,2024-12-25,Online,N/A,Apple Pay,39.99,0.0,3.9,0.0,43.89,N/A,Mobile App,Ship,False
